OTU ID		DF_5_6	HN_4_5	DF_2_5	HN_4_4	DF_4_2	HN_2_3	DF_1_1	LN_7_3	LN_2_2	DF_5_1	HN_3_5	HN_4_6	HN_1_3	HN_3_4	DF_7_5	LN_6_3	HN_1_2	LN_3_4	DF_1_5	LN_6_2	LN_3_1	HN_3_3	HN_6_8	DF_2_1	DF_4_8	HN_6_4	HN_5_3	HN_1_4	LN_1_2	DF_7_1	LN_3_6	LN_5_3	HN_1_7	HN_3_7	DF_4_4	HN_5_5	LN_2_1	LN_5_6	HN_5_2	DF_5_2	DF_6_6	LN_7_2	HN_2_2	DF_7_4	DF_3_6	HN_1_5	LN_5_5	DF_7_8	DF_6_7	LN_2_4	DF_2_7	HN_3_2	HN_4_7	DF_4_5	DF_1_4	DF_5_5	LN_5_7	DF_3_2	DF_5_8	DF_3_1	HN_2_4	DF_2_8	DF_4_3	DF_3_4	DF_6_3	DF_7_6	DF_4_6	DF_6_2	HN_3_6	HN_1_8	DF_2_4	HN_6_3	DF_6_5	LN_5_1	HN_4_1	DF_6_1	LN_1_3	LN_5_4	DF_7_7	DF_5_4	DF_3_8	DF_1_7	HN_1_1	LN_6_4	DF_5_7	DF_7_2	LN_2_3	DF_6_4	DF_1_3	HN_5_6	DF_4_1	HN_4_8	DF_2_3	DF_3_7	DF_6_8	DF_4_7	LN_5_8	HN_5_8	HN_5_4	DF_1_8	LN_1_1	HN_5_7	DF_1_2	LN_3_3	HN_3_8	DF_5_3	HN_6_2	DF_2_6	DF_3_5	HN_6_6	HN_6_5	DF_1_6	HN_6_1	HN_5_1	LN_3_5	DF_2_2	DF_3_3	HN_1_6	HN_4_3	HN_6_7	LN_6_1	LN_4_1	HN_4_2	HN_2_1	LN_3_2	LN_5_2
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured;uncultured bacterium;Other	OTU_147	38	18	113	82	143	22	138	250	23	76	35	13	14	25	121	36	7	3	131	4	30	413	50	166	126	19	6	27	2	47	0	12	17	37	175	14	18	27	3	41	176	39	49	90	265	17	11	43	180	395	29	108	19	213	117	214	35	88	12	93	161	147	17	93	634	59	126	545	41	21	257	141	174	25	300	318	312	14	56	18	97	306	174	66	252	46	99	61	201	28	31	19	248	109	52	180	152	56	28	107	0	50	87	2	50	44	208	22	36	21	20	169	35	107	9	359	192	33	15	15	10	46	44	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured;uncultured organism;Other	OTU_530	0	0	0	2	2	0	1	2	0	1	0	0	1	0	1	0	0	0	0	0	9	2	61	8	9	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1	14	0	0	5	6	9	2	0	6	1	0	1	0	2	6	20	0	3	5	0	0	7	0	3	28	1	1	14	0	0	6	3	32	0	0	3	1	0	3	2	0	15	6	2	46	0	0	6	58	0	0	0	2	0	2	6	0	0	0	4	0	0	1	0	0	0	4	0	2	0	0	0	4	0	0	35	6	35	0	1	1	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured;uncultured proteobacterium;Other	OTU_498	2	0	2	0	1	0	26	3	2	4	2	0	2	0	2	0	0	0	0	0	10	2	1	7	3	0	6	0	0	0	0	0	0	0	19	1	0	0	5	4	4	2	0	3	7	3	0	10	13	0	1	0	0	19	7	8	0	8	0	20	0	2	0	8	0	2	0	5	0	0	12	2	4	20	0	11	2	0	3	1	0	9	4	0	6	0	3	6	11	3	3	0	3	0	1	1	0	5	0	1	0	2	61	0	2	4	4	0	3	0	0	2	4	10	0	13	0	0	0	1	0	6	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;uncultured;uncultured Alphaproteobacteria bacterium;Other	OTU_2132	0	20	0	2	0	0	0	3	0	1	2	42	0	0	17	0	0	0	8	2	12	0	9	0	2	4	0	1	2	3	0	0	3	0	19	3	1	36	0	11	3	4	7	21	0	0	4	1	5	4	1	0	20	2	2	5	12	6	6	2	0	2	5	2	2	22	2	0	1	1	8	2	8	0	8	1	1	0	26	3	0	58	6	0	7	0	12	2	17	29	0	35	0	1	1	10	2	11	3	5	0	19	6	0	13	9	8	0	1	8	1	2	3	0	0	7	0	15	3	12	7	2	1	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;uncultured bacterium;Other;Other	OTU_70	4	7	26	5	12	39	24	15	7	19	21	4	139	10	10	0	392	2	17	0	95	9	24	13	54	2	1	19	0	12	0	0	11	30	61	0	12	0	0	27	4	4	51	53	32	12	0	117	8	9	13	16	6	30	3	12	0	163	0	53	57	28	38	23	25	4	91	54	6	19	116	6	13	57	3	38	4	0	28	2	6	30	98	0	9	18	41	3	45	14	2	8	7	4	7	84	0	11	2	50	3	8	52	7	1	2	12	9	27	7	0	7	10	0	6	5	37	20	2	8	1	0	2	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;A21b;uncultured bacterium;Other	OTU_98369	6	0	35	5	0	91	4	43	10	8	11	15	28	57	4	0	3	0	32	0	6	28	35	8	4	1	2	0	1	1	0	0	2	13	12	1	11	0	8	4	11	99	1356	1	0	0	0	0	12	5	1	57	19	18	0	1	1	3	1	23	138	3	4	3	8	0	5	26	21	5	22	0	19	7	3	3	20	0	0	14	2	52	2	0	5	0	3	0	16	7	0	1	0	0	18	12	0	17	0	13	0	15	30	1	0	12	5	6	0	1	1	10	3	26	0	1	10	0	5	9	0	20	3	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;uncultured;uncultured bacterium	OTU_241	8	0	6	7	4	591	6	1	20	11	0	1	85	0	25	27	99	11	54	78	478	0	5	2	14	3	21	33	4	4	0	0	1	0	23	0	13	0	5	14	13	151	57	1	23	17	0	0	15	0	2	0	21	6	33	9	0	0	19	8	499	11	4	44	16	25	2	7	0	0	7	1	27	38	0	19	2	0	0	11	3	31	3	14	8	0	0	31	21	7	27	0	7	2	4	9	0	4	1	47	23	3	72	4	4	22	0	0	21	0	0	6	0	8	0	17	0	8	0	0	6	1	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;uncultured bacterium	OTU_2624	3	3	0	0	0	5	0	0	4	0	1	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	107	0	71	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	5	0	3	0	558	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	81	1	32	5	0	3	0	0	0	0	0	0	1	3	0	11	0	0	0	17	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	3	0	0	16	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia acidovorans	OTU_138160	3	0	0	0	0	5	0	0	2	0	0	0	1	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	90	0	215	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	8	0	1	0	614	0	0	0	7	0	0	1	1	0	0	0	0	0	3	0	33	0	0	0	0	69	0	72	1	0	4	0	0	0	2	0	1	2	6	0	12	0	0	0	13	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	1	0	0	20	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;uncultured bacterium	OTU_48011	11	8	0	0	0	112	6	0	56	0	9	6	0	2	0	19	0	4	11	24	0	0	2	0	0	2	0	3	1328	0	2849	9	18	13	0	0	0	7	0	0	1	1	0	0	0	0	0	797	0	13	0	0	9	0	0	13	280	0	147	0	17601	0	0	0	282	1	1	1	4	1	0	0	0	1	78	0	693	1	0	0	2	1215	0	1357	34	0	80	0	3	0	1	8	0	19	95	0	163	2	0	42	229	0	0	0	0	0	0	0	0	1	0	1028	0	0	0	0	0	0	16	4	10	371	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;uncultured organism	OTU_105470	3	0	0	0	0	9	0	0	10	0	0	0	0	0	0	2	0	0	6	10	0	0	1	0	0	0	0	1	225	0	185	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	2	0	0	1	0	0	1	19	0	8	0	2440	0	0	0	23	0	0	0	0	0	0	0	0	0	1	0	37	0	0	0	1	230	0	67	8	0	1	0	0	0	0	0	0	3	9	0	5	0	0	5	35	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	1	3	1	23	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;metagenome	OTU_52690	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	94	0	143	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	58	0	1	0	0	0	0	0	0	14	0	3	0	843	0	0	0	17	0	0	0	1	0	0	0	0	0	3	0	31	0	2	0	0	84	0	54	0	0	3	0	0	0	0	0	0	2	4	0	13	0	0	1	13	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	16	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;uncultured;uncultured bacterium	OTU_213	1	0	6	0	8	11	4	0	176	63	0	0	12	0	3	13	45	32	32	12	53	0	0	12	0	4	0	8	25	9	3	0	6	1	150	0	139	0	0	66	11	0	14	6	74	25	0	2	34	137	14	0	0	0	26	8	0	0	33	0	5	23	28	16	12	5	0	24	0	0	0	0	19	78	0	1	32	0	0	2	7	60	5	59	7	0	91	28	0	0	7	0	10	6	63	0	0	13	0	27	12	4	12	0	7	6	0	10	23	0	0	4	0	0	11	3	0	4	0	0	15	23	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalobacter;uncultured Oxalobacteraceae bacterium	OTU_268	1	0	1	5	6	3	13	3	2	0	1	4	11	2	19	0	58	4	12	0	18	3	9	7	17	3	1	5	0	11	0	2	32	4	15	0	0	984	13	1	5	3	6	26	5	26	2	17	4	3	0	1	0	8	1	12	221	4	4	21	6	4	29	2	2	10	12	25	1	1	8	2	2	22	3	10	3	0	11	0	0	51	35	0	6	10	2	5	8	0	2	0	10	0	5	11	1	7	0	1	5	0	41	21	2	15	26	3	41	36	3	7	56	13	46	8	12	81	3	19	1	1	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;Aeromonas sp. 2e	OTU_112455	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	10	0	0	1	48	0	0	3	0	0	2	0	0	190	0	249	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	1	0	0	4	6	0	1	0	0	0	0	0	2	0	0	1	0	1	2	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	38	0	65	1	0	0	0	0	0	0	1	0	0	0	0	17	0	0	0	238	0	0	0	0	0	0	2	0	0	0	48	0	0	0	0	0	0	1	0	0	43	16	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter;Cronobacter dublinensis subsp. lausannensis LMG 23824	OTU_77107	33	3	1	0	0	0	0	1	15	0	0	1	2	9	0	17	2	0	19	34	11	1	1	37	1	1	2	0	40	0	1	1	2	2	0	0	6	0	2	13	0	0	4	0	0	0	0	0	0	0	73	8	0	0	0	0	0	92	0	4	124	43	0	21	20	1	0	0	0	0	0	1	2	0	0	0	0	0	0	128	78	75	0	0	45	7	0	0	1	0	17	0	81	67	0	0	0	0	1	8	35	2	0	1	0	96	0	1	10	1	3	29	0	1	0	17	55	0	24	1	4	6	62	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter;Cronobacter malonaticus LMG 23826	OTU_95672	4	0	0	0	0	11	0	14	0	0	1	0	3	10	5	8	1	0	1	2	5	0	7	9	0	0	0	10	5	0	0	0	1	3	0	0	4	0	14	2	0	0	0	0	0	1	0	0	0	0	50	0	0	0	0	0	0	39	2	99	7	4	0	16	19	0	0	0	0	59	0	0	0	0	0	1	1	0	0	4	2	7	3	0	5	4	0	0	4	0	0	0	47	4	0	0	0	0	0	1	0	0	0	2	0	2	1	5	4	12	7	4	0	0	0	17	5	5	33	3	4	4	11	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter;Cronobacter sakazakii	OTU_120918	36	0	0	11	0	152	0	125	17	5	11	1	35	121	63	100	1	6	11	16	45	1	66	69	1	9	1	86	20	0	6	0	115	8	0	0	7	0	128	50	4	22	2	2	0	1	0	0	7	0	270	20	0	0	0	14	0	293	30	630	89	29	0	209	135	5	0	6	0	186	0	1	10	0	14	49	6	0	0	42	26	130	11	16	61	33	0	0	31	11	5	0	164	12	53	0	0	0	1	11	11	1	3	6	7	47	26	178	29	217	215	10	2	0	1	104	49	48	9	24	2	10	11	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter sp. NRRU-N20	OTU_129092	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	19	0	0	0	11	0	0	0	0	0	0	0	0	15	0	109	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	16	7	0	0	0	0	0	1	11	0	0	5	5	0	33	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	4	0	1	0	68	2	1	0	0	0	0	15	0	1	1	0	0	0	0	0	0	516	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	1	0	1	130	9	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;uncultured bacterium	OTU_140572	7	0	0	0	0	11	0	0	8	0	0	0	5	1	0	24	0	0	11	11	15	0	1	0	0	0	0	1	5	0	40	0	0	1	0	0	287	0	1	0	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	2	9	43	1	0	43	6	0	0	0	0	1	0	0	1	0	0	1	2	0	0	2	1	33	0	18	3	0	1	0	1	0	14	0	2	1	0	0	1	0	0	2	163	0	0	0	0	11	1	1	4	0	0	14	0	0	0	1	0	1	4	1	9	147	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;uncultured bacterium	OTU_38286	382	41	1	6	4	52	28	17	265	3	5	1	107	45	26	206	46	56	172	937	96	3	6	741	2	10	18	18	918	91	154	19	41	9	1	0	578	12	83	109	5	7	61	10	14	19	5	10	26	42	169	72	5	2	32	7	43	257	33	58	919	246	13	304	212	15	2	10	3	63	1	2	8	52	3	93	52	4	1	316	432	1438	9	320	395	56	5	6	21	2	335	0	387	129	16	3	332	7	0	133	858	0	27	92	12	412	30	30	154	17	27	735	13	6	35	265	298	5	297	3	62	379	288	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;uncultured Klebsiella sp.	OTU_141426	9	1	0	0	0	0	0	4	241	0	0	0	3	0	0	593	1	16	2	182	48	0	0	8	0	0	0	0	307	0	1372	2	0	0	0	0	13013	0	1	7	0	5	0	0	0	0	1	0	0	86	15	1	0	0	1	0	0	9	1	1	93	23	0	1019	8	0	0	0	0	0	1	1	0	0	0	0	144	3	0	40	22	18	0	487	14	1	4	0	0	0	439	0	21	27	0	0	0	0	0	4	7343	0	1	0	0	43	0	5	209	0	2	14	0	0	0	8	23	1	10	7	295	6736	19	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shimwellia;Shimwellia blattae DSM 4481 = NBRC 105725	OTU_130082	20	2	0	26	0	350	1	465	2	12	23	1	101	188	206	150	21	14	5	38	118	0	249	120	0	4	0	138	10	3	20	0	174	27	2	0	3	0	412	62	11	43	0	2	0	19	0	1	27	0	727	3	0	0	0	25	1	667	68	2857	122	15	1	297	301	21	0	8	10	916	0	5	54	0	43	129	6	0	1	11	10	40	40	44	34	119	0	1	100	45	6	0	527	6	72	0	0	0	0	5	4	0	1	19	5	18	76	220	99	327	407	4	1	0	3	242	25	123	12	49	1	1	16	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shimwellia;uncultured bacterium	OTU_13512	52	12	2	53	0	792	2	1020	0	56	44	0	235	476	423	500	54	29	8	85	289	4	638	229	0	19	0	262	2	5	32	1	519	63	5	1	0	0	1289	120	13	90	1	1	0	27	0	0	48	0	2031	5	0	0	1	66	0	2023	114	7635	252	32	0	746	766	22	0	31	22	2485	0	7	92	0	71	216	12	0	0	1	2	6	76	80	48	330	0	0	151	74	7	0	1595	0	131	2	0	4	0	0	12	0	0	53	4	1	108	647	272	653	907	0	0	0	5	570	25	237	6	96	0	0	39	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Trabulsiella;Klebsiella sp. A4	OTU_121183	1	0	0	0	0	0	0	0	1	0	0	0	0	15	0	20	0	0	1	57	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	11	0	0	26	3	0	17	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	13	5	1	0	25	0	0	0	0	0	0	38	0	3	4	0	0	1	0	0	0	187	0	0	0	0	1	0	5	2	0	0	0	0	0	0	2	2	0	6	0	0	2	53	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Tatumella;uncultured bacterium	OTU_79639	1	2	0	1	0	30	0	22	0	1	0	0	8	7	12	24	5	0	0	0	7	0	11	5	0	0	0	3	0	0	0	0	13	3	0	0	6	0	24	2	0	2	0	0	0	0	0	0	1	0	29	0	0	0	0	1	0	44	4	160	3	0	0	40	21	0	0	0	0	41	0	0	1	0	3	3	0	0	0	0	5	0	3	1	0	2	0	0	7	0	2	0	38	1	4	0	0	0	0	0	4	0	0	2	0	0	6	10	6	8	20	0	1	0	0	8	0	2	1	5	0	1	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;uncultured;Enterobacter sp. JA11;Other	OTU_6664	18	0	0	0	0	0	0	0	14	0	1	0	4	0	0	5	0	0	8	25	15	0	0	19	0	0	0	1	25	1	1	1	1	1	0	0	7	0	0	2	0	0	0	1	0	0	0	0	0	0	17	4	0	0	0	0	0	15	0	0	39	39	0	8	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	25	27	67	0	1	27	0	0	0	2	0	5	0	47	17	0	0	0	0	0	4	29	0	0	0	0	36	0	0	6	0	0	15	0	0	0	12	37	0	5	0	4	7	16	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;uncultured;uncultured bacterium;Other	OTU_29037	17	0	0	5	6	2	8	1	0	0	0	0	25	0	38	3	292	0	99	0	10	0	14	14	41	36	72	8	0	21	0	0	1	0	0	0	9	0	57	1	4	0	0	234	2	0	0	42	5	0	5	0	0	64	15	7	0	8	0	112	1	0	24	2	102	10	149	43	0	0	47	54	2	11	0	11	0	0	52	1	4	351	117	0	0	50	0	8	16	0	63	0	8	4	37	109	0	0	0	67	0	0	105	0	0	6	439	1	1	41	48	16	213	0	0	29	31	0	0	11	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Enterobacteriaceae bacterium Dr.Y7	OTU_134943	22	3	0	0	0	0	1	0	6	0	0	0	2	0	0	6	0	0	13	21	2	0	0	22	0	0	0	0	23	2	0	0	0	0	0	0	8	0	0	9	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	7	2	0	20	30	0	9	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14	16	59	0	0	18	3	0	0	3	0	5	0	18	17	0	0	0	0	0	7	3	0	0	0	0	24	0	0	0	0	0	14	0	0	0	4	13	0	6	0	2	1	6	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Pseudomonas fluorescens	OTU_245	21	0	0	0	0	0	0	0	10	0	0	0	10	0	0	2	0	0	7	20	0	0	0	0	0	0	0	0	505	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	7	0	0	289	107	0	5	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	236	40	0	4	36	0	0	0	0	0	106	0	31	525	0	0	1	0	1	1	164	0	0	0	0	2	0	20	0	0	0	68	0	0	0	16	2	0	2	0	6	31	16	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia marcescens	OTU_138541	97	3	11	0	0	5	0	1	34	0	0	0	15	5	0	74	0	1	53	169	17	0	0	78	0	0	0	2	145	3	2	5	5	0	0	0	14	0	2	29	0	0	0	0	0	0	0	0	2	2	248	16	0	1	0	0	1	353	0	3	320	235	0	35	54	1	0	0	0	3	0	0	0	0	4	2	0	0	0	440	198	219	0	2	101	54	0	0	0	0	52	0	144	188	0	0	0	0	0	19	119	0	0	0	0	292	1	48	18	0	1	89	0	3	0	121	233	0	81	1	21	22	379	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia marcescens BIDMC 44	OTU_142321	49	0	0	0	0	0	0	0	15	1	0	1	11	1	0	16	0	0	19	58	3	0	0	44	0	0	0	0	44	0	0	1	2	0	0	0	7	0	0	8	0	0	1	0	0	0	0	0	0	2	66	8	0	0	0	0	0	43	0	2	93	34	0	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	47	126	0	0	39	4	0	0	0	0	20	0	47	78	0	0	0	0	0	5	39	0	0	0	0	90	1	5	2	0	0	43	0	1	0	27	100	0	25	0	0	14	71	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;uncultured bacterium	OTU_133266	8151	325	56	10	4	240	58	35	2554	3	31	24	1006	500	10	3094	4	13	2872	12374	1172	10	1	6366	0	53	60	51	11089	209	111	159	313	8	26	3	1335	4	156	1780	3	19	5	65	7	4	5	2	128	29	12717	1388	40	6	5	5	25	10801	80	77	26058	11475	17	2907	2027	5	5	26	11	41	3	5	13	10	37	15	45	5	2	29656	16348	19023	6	141	9467	2210	10	5	72	4	4010	3	12733	16488	26	10	11	5	7	1062	10335	3	2	73	7	23146	9	1090	1339	11	16	7791	8	39	13	3966	20138	6	6303	20	538	1870	16358	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;uncultured Serratia sp.	OTU_141751	366	15	1	1	0	41	4	0	183	0	7	1	48	66	3	369	0	0	172	732	102	1	1	291	0	0	12	2	1021	13	30	4	49	1	0	0	91	0	5	89	0	2	2	4	2	0	1	0	2	8	1124	90	0	0	2	2	9	1052	6	10	2271	729	3	525	235	2	1	2	4	0	4	1	1	0	3	1	10	0	1	979	783	1047	0	24	493	118	1	1	4	0	903	0	494	1508	12	1	0	1	0	71	1526	0	0	2	0	828	2	283	68	4	2	355	0	0	4	273	1254	0	304	2	36	374	1016	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Halothiobacillales;Halothiobacillaceae;Halothiobacillus;Halothiobacillus sp. LS2	OTU_183	19	0	33	0	8	7	4	0	6	71	0	0	2	0	0	0	0	0	0	0	20	0	0	11	0	2	0	0	2	6	0	0	0	3	77	0	16	0	0	119	25	0	4	0	33	0	0	0	17	10	16	0	0	0	81	21	0	0	77	0	2	16	23	11	13	0	0	15	0	0	0	0	5	0	0	10	12	0	0	0	1	0	0	0	15	0	2	72	16	0	16	0	4	3	13	0	0	0	0	0	0	0	0	0	0	0	0	9	16	0	0	0	0	0	0	28	0	0	0	0	0	2	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter bereziniae	OTU_13	0	0	0	0	0	0	0	0	42	0	1	0	0	2	0	16	0	0	3	50	0	0	1	0	0	0	0	0	165	0	589	0	0	0	0	0	124	1	0	0	0	0	0	0	0	0	0	0	0	19	2	0	0	0	0	0	45	0	5	0	0	0	0	0	1	0	1	0	2	11	0	0	0	0	4	1	11	0	0	0	0	16	0	140	5	0	3	1	0	0	0	0	0	0	0	0	62	0	0	3	198	0	0	0	0	0	1	7	0	0	0	47	0	0	0	0	0	0	2	0	6	51	10	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter sp. ANC 5600	OTU_3279	0	1	0	0	0	0	1	0	83	0	15	0	0	0	0	33	0	0	2	88	0	0	2	0	0	0	0	2	611	0	856	0	0	0	0	0	48	4	0	0	0	0	0	0	0	0	0	0	0	34	24	0	1	0	0	0	82	0	8	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	5	16	29	0	0	0	0	50	1	206	1	0	5	0	0	0	0	2	0	0	0	0	173	0	0	6	317	0	0	0	0	0	0	15	0	0	1	87	0	0	0	0	0	0	3	0	1	110	10	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter sp. HR7	OTU_113945	0	1	0	0	0	0	2	0	14	0	1	0	0	1	0	12	0	0	0	65	0	1	0	0	0	0	0	0	88	0	58	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	1	1	3	0	0	0	0	27	0	23	3	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	89	0	0	0	0	0	0	3	0	0	0	39	0	0	0	0	0	0	3	0	2	16	18	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;uncultured bacterium	OTU_95582	26	26	0	8	1	1	4	4	2321	2	92	21	2	110	1	980	0	10	96	3119	5	6	56	4	0	4	1	11	12049	6	36112	0	2	27	0	2	6281	16	1	5	0	16	0	0	1	0	2	8	0	966	507	2	24	0	11	2	3134	0	272	4	13	69	1	0	24	1	0	2	49	384	0	0	0	0	154	241	703	0	1	4	1	1221	13	8614	127	0	102	7	1	0	3	12	0	1	17	2	4089	0	1	72	12524	0	1	2	0	0	1	452	2	2	7	3531	0	0	7	2	2	0	167	15	202	3231	681	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Alkanindiges;uncultured bacterium	OTU_117657	0	0	0	0	0	0	0	0	17	0	1	0	1	1	0	27	0	0	4	38	0	0	1	0	0	0	0	0	143	0	354	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	20	14	0	1	0	0	0	51	1	1	0	2	6	1	0	0	0	0	0	0	1	0	0	0	0	1	0	8	0	0	0	0	24	1	168	4	0	1	0	0	0	1	0	0	1	1	0	95	0	0	0	297	0	0	0	0	0	0	32	0	0	0	29	0	0	0	0	0	0	9	0	0	78	30	0	0	0
